available_bike_stands,available_bikes,bike_stands,name,address,number,date,lat,lon,last_updated
9,7,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-13T20:10:05,46.56294,15.644185,1710360139000.0
7,13,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-13T20:10:05,46.558534,15.654739,1710360105000.0
18,2,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-13T20:10:05,46.548853,15.645591,1710360332000.0
10,10,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-13T20:10:05,46.543986,15.629317,1710360029000.0
13,7,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-13T20:10:05,46.545947,15.644015,1710360194000.0
12,8,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-13T20:10:05,46.554741,15.659814,1710360223000.0
6,14,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-13T20:10:05,46.565603,15.623133,1710360248000.0
12,8,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-13T20:10:05,46.56056,15.652935,1710360213000.0
11,9,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-13T21:10:54,46.54199,15.63831,1710363690000.0
6,14,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-13T21:10:54,46.557328,15.646833,1710363946000.0
7,13,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-13T21:10:54,46.558519,15.649072,1710363968000.0
1,19,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-13T21:10:54,46.561555,15.65692,1710363756000.0
9,12,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-13T21:10:54,46.554703,15.652826,1710363764000.0
14,6,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-13T21:10:54,46.558498,15.64146,1710363901000.0
5,17,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-13T21:10:54,46.562695,15.62935,1710363955000.0
14,6,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-13T21:10:54,46.559319,15.63498,1710364041000.0
16,4,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-13T21:10:54,46.560761,15.64053,1710364121000.0
11,9,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-13T21:10:54,46.550683,15.639333,1710363732000.0
16,4,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-13T21:10:54,46.558924,15.644443,1710363789000.0
15,5,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-13T21:10:54,46.549005,15.635014,1710364121000.0
14,6,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-13T21:10:54,46.552652,15.646023,1710363800000.0
9,11,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-13T21:10:54,46.551963,15.651564,1710363628000.0
6,14,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-13T21:10:54,46.542655,15.634329,1710363966000.0
4,16,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-13T21:10:54,46.553109,15.624098,1710363749000.0
14,6,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-13T21:10:54,46.556731,15.64212,1710363762000.0
11,9,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-13T21:10:54,46.56196,15.650235,1710363971000.0
18,2,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-13T21:10:54,46.560227,15.650781,1710364133000.0
19,3,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-13T21:10:54,46.561422,15.637118,1710363733000.0
12,4,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-13T21:10:54,46.56294,15.644185,1710363778000.0
6,14,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-13T21:10:54,46.558534,15.654739,1710363843000.0
14,6,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-13T21:10:54,46.548853,15.645591,1710363812000.0
9,11,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-13T21:10:54,46.543986,15.629317,1710363939000.0
13,7,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-13T21:10:54,46.545947,15.644015,1710363948000.0
10,10,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-13T21:10:54,46.554741,15.659814,1710363856000.0
2,18,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-13T21:10:54,46.565603,15.623133,1710363880000.0
10,10,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-13T21:10:54,46.56056,15.652935,1710363845000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-13T22:09:43,46.54199,15.63831,1710367724000.0
8,12,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-13T22:09:43,46.557328,15.646833,1710367586000.0
8,12,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-13T22:09:43,46.558519,15.649072,1710367725000.0
2,18,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-13T22:09:43,46.561555,15.65692,1710367390000.0
8,13,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-13T22:09:43,46.554703,15.652826,1710367395000.0
18,2,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-13T22:09:43,46.558498,15.64146,1710367539000.0
4,18,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-13T22:09:43,46.562695,15.62935,1710367589000.0
11,9,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-13T22:09:43,46.559319,15.63498,1710367539000.0
15,5,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-13T22:09:43,46.560761,15.64053,1710367147000.0
11,9,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-13T22:09:43,46.550683,15.639333,1710367367000.0
17,3,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-13T22:09:43,46.558924,15.644443,1710367423000.0
14,6,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-13T22:09:43,46.549005,15.635014,1710367350000.0
14,6,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-13T22:09:43,46.552652,15.646023,1710367435000.0
9,11,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-13T22:09:43,46.551963,15.651564,1710367723000.0
7,13,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-13T22:09:43,46.542655,15.634329,1710367598000.0
6,14,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-13T22:09:43,46.553109,15.624098,1710367385000.0
14,6,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-13T22:09:43,46.556731,15.64212,1710367394000.0
11,9,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-13T22:09:43,46.56196,15.650235,1710367427000.0
18,2,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-13T22:09:43,46.560227,15.650781,1710367162000.0
21,1,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-13T22:09:43,46.561422,15.637118,1710367366000.0
12,4,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-13T22:09:43,46.56294,15.644185,1710367410000.0
2,18,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-13T22:09:43,46.558534,15.654739,1710367351000.0
9,11,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-13T22:09:43,46.548853,15.645591,1710367443000.0
9,11,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-13T22:09:43,46.543986,15.629317,1710367695000.0
14,6,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-13T22:09:43,46.545947,15.644015,1710367465000.0
11,9,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-13T22:09:43,46.554741,15.659814,1710367487000.0
1,19,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-13T22:09:43,46.565603,15.623133,1710367511000.0
7,13,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-13T22:09:43,46.56056,15.652935,1710367479000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-13T23:10:09,46.54199,15.63831,1710371355000.0
9,11,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-13T23:10:09,46.557328,15.646833,1710371221000.0
8,12,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-13T23:10:09,46.558519,15.649072,1710371356000.0
2,18,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-13T23:10:09,46.561555,15.65692,1710371035000.0
8,13,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-13T23:10:09,46.554703,15.652826,1710371026000.0
19,1,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-13T23:10:09,46.558498,15.64146,1710371172000.0
3,19,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-13T23:10:09,46.562695,15.62935,1710371220000.0
9,11,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-13T23:10:09,46.559319,15.63498,1710371035000.0
15,5,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-13T23:10:09,46.560761,15.64053,1710371383000.0
11,9,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-13T23:10:09,46.550683,15.639333,1710371034000.0
18,2,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-13T23:10:09,46.558924,15.644443,1710371200000.0
14,6,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-13T23:10:09,46.549005,15.635014,1710370981000.0
15,5,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-13T23:10:09,46.552652,15.646023,1710371010000.0
9,11,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-13T23:10:09,46.551963,15.651564,1710371354000.0
7,13,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-13T23:10:09,46.542655,15.634329,1710370973000.0
8,12,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-13T23:10:09,46.553109,15.624098,1710371051000.0
14,6,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-13T23:10:09,46.556731,15.64212,1710371027000.0
11,9,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-13T23:10:09,46.56196,15.650235,1710371059000.0
18,2,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-13T23:10:09,46.560227,15.650781,1710370794000.0
21,1,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-13T23:10:09,46.561422,15.637118,1710370997000.0
12,4,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-13T23:10:09,46.56294,15.644185,1710371042000.0
2,18,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-13T23:10:09,46.558534,15.654739,1710371046000.0
8,12,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-13T23:10:09,46.548853,15.645591,1710371074000.0
9,11,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-13T23:10:09,46.543986,15.629317,1710370867000.0
14,6,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-13T23:10:09,46.545947,15.644015,1710371038000.0
11,9,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-13T23:10:09,46.554741,15.659814,1710371118000.0
1,19,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-13T23:10:09,46.565603,15.623133,1710371141000.0
6,14,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-13T23:10:09,46.56056,15.652935,1710371388000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-14T00:44:40,46.54199,15.63831,1710376803000.0
9,11,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-14T00:44:40,46.557328,15.646833,1710376669000.0
10,10,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-14T00:44:40,46.558519,15.649072,1710376806000.0
3,17,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-14T00:44:40,46.561555,15.65692,1710376485000.0
8,13,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-14T00:44:40,46.554703,15.652826,1710376472000.0
17,3,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-14T00:44:40,46.558498,15.64146,1710376621000.0
2,20,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-14T00:44:40,46.562695,15.62935,1710376670000.0
8,12,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-14T00:44:40,46.559319,15.63498,1710376486000.0
13,7,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-14T00:44:40,46.560761,15.64053,1710376829000.0
10,10,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-14T00:44:40,46.550683,15.639333,1710376484000.0
20,0,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-14T00:44:40,46.558924,15.644443,1710376506000.0
14,6,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-14T00:44:40,46.549005,15.635014,1710376429000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-14T00:44:40,46.552652,15.646023,1710376465000.0
9,11,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-14T00:44:40,46.551963,15.651564,1710376802000.0
7,13,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-14T00:44:40,46.542655,15.634329,1710377027000.0
10,10,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-14T00:44:40,46.553109,15.624098,1710376503000.0
14,6,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-14T00:44:40,46.556731,15.64212,1710376476000.0
13,7,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-14T00:44:40,46.56196,15.650235,1710376511000.0
19,1,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-14T00:44:40,46.560227,15.650781,1710376849000.0
20,2,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-14T00:44:40,46.561422,15.637118,1710376444000.0
10,6,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-14T00:44:40,46.56294,15.644185,1710376493000.0
2,18,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-14T00:44:40,46.558534,15.654739,1710376494000.0
9,11,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-14T00:44:40,46.548853,15.645591,1710376523000.0
9,11,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-14T00:44:40,46.543986,15.629317,1710377008000.0
13,7,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-14T00:44:40,46.545947,15.644015,1710376487000.0
9,11,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-14T00:44:40,46.554741,15.659814,1710376566000.0
0,20,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-14T00:44:40,46.565603,15.623133,1710376588000.0
6,14,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-14T00:44:40,46.56056,15.652935,1710376561000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-14T01:41:58,46.54199,15.63831,1710380435000.0
9,11,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-14T01:41:58,46.557328,15.646833,1710380301000.0
10,10,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-14T01:41:58,46.558519,15.649072,1710380438000.0
3,17,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-14T01:41:58,46.561555,15.65692,1710380116000.0
8,13,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-14T01:41:58,46.554703,15.652826,1710380103000.0
19,1,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-14T01:41:58,46.558498,15.64146,1710380255000.0
3,19,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-14T01:41:58,46.562695,15.62935,1710380303000.0
6,14,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-14T01:41:58,46.559319,15.63498,1710380117000.0
13,7,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-14T01:41:58,46.560761,15.64053,1710380460000.0
10,10,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-14T01:41:58,46.550683,15.639333,1710380115000.0
20,0,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-14T01:41:58,46.558924,15.644443,1710380137000.0
14,6,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-14T01:41:58,46.549005,15.635014,1710380061000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-14T01:41:58,46.552652,15.646023,1710380097000.0
9,11,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-14T01:41:58,46.551963,15.651564,1710380434000.0
7,13,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-14T01:41:58,46.542655,15.634329,1710380054000.0
9,11,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-14T01:41:58,46.553109,15.624098,1710380136000.0
14,6,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-14T01:41:58,46.556731,15.64212,1710380108000.0
13,7,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-14T01:41:58,46.56196,15.650235,1710380143000.0
19,1,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-14T01:41:58,46.560227,15.650781,1710380480000.0
20,2,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-14T01:41:58,46.561422,15.637118,1710380074000.0
10,6,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-14T01:41:58,46.56294,15.644185,1710380124000.0
2,18,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-14T01:41:58,46.558534,15.654739,1710380126000.0
9,11,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-14T01:41:58,46.548853,15.645591,1710380155000.0
9,11,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-14T01:41:58,46.543986,15.629317,1710380034000.0
13,7,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-14T01:41:58,46.545947,15.644015,1710380118000.0
9,11,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-14T01:41:58,46.554741,15.659814,1710380196000.0
0,20,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-14T01:41:58,46.565603,15.623133,1710380219000.0
6,14,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-14T01:41:58,46.56056,15.652935,1710380191000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-14T02:16:00,46.54199,15.63831,1710382250000.0
9,11,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-14T02:16:00,46.557328,15.646833,1710382116000.0
10,10,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-14T02:16:00,46.558519,15.649072,1710382254000.0
3,17,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-14T02:16:00,46.561555,15.65692,1710382537000.0
8,13,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-14T02:16:00,46.554703,15.652826,1710382523000.0
19,1,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-14T02:16:00,46.558498,15.64146,1710382070000.0
3,19,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-14T02:16:00,46.562695,15.62935,1710382118000.0
6,14,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-14T02:16:00,46.559319,15.63498,1710382538000.0
13,7,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-14T02:16:00,46.560761,15.64053,1710382276000.0
11,9,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-14T02:16:00,46.550683,15.639333,1710382537000.0
20,0,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-14T02:16:00,46.558924,15.644443,1710381953000.0
14,6,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-14T02:16:00,46.549005,15.635014,1710382482000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-14T02:16:00,46.552652,15.646023,1710382518000.0
9,11,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-14T02:16:00,46.551963,15.651564,1710382249000.0
7,13,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-14T02:16:00,46.542655,15.634329,1710382474000.0
9,11,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-14T02:16:00,46.553109,15.624098,1710381951000.0
14,6,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-14T02:16:00,46.556731,15.64212,1710382529000.0
13,7,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-14T02:16:00,46.56196,15.650235,1710381959000.0
19,1,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-14T02:16:00,46.560227,15.650781,1710382296000.0
20,2,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-14T02:16:00,46.561422,15.637118,1710382495000.0
10,6,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-14T02:16:00,46.56294,15.644185,1710382545000.0
2,18,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-14T02:16:00,46.558534,15.654739,1710382547000.0
9,11,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-14T02:16:00,46.548853,15.645591,1710381970000.0
9,11,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-14T02:16:00,46.543986,15.629317,1710382455000.0
13,7,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-14T02:16:00,46.545947,15.644015,1710382539000.0
8,12,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-14T02:16:00,46.554741,15.659814,1710382012000.0
0,20,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-14T02:16:00,46.565603,15.623133,1710382034000.0
6,14,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-14T02:16:00,46.56056,15.652935,1710382007000.0
15,5,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-14T03:11:24,46.54199,15.63831,1710385561000.0
10,10,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-14T03:11:24,46.557328,15.646833,1710385316000.0
10,10,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-14T03:11:24,46.558519,15.649072,1710385283000.0
3,17,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-14T03:11:24,46.561555,15.65692,1710385252000.0
8,13,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-14T03:11:24,46.554703,15.652826,1710385251000.0
19,1,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-14T03:11:24,46.558498,15.64146,1710385251000.0
3,19,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-14T03:11:24,46.562695,15.62935,1710385253000.0
5,15,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-14T03:11:24,46.559319,15.63498,1710385253000.0
13,7,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-14T03:11:24,46.560761,15.64053,1710385282000.0
11,9,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-14T03:11:24,46.550683,15.639333,1710385284000.0
20,0,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-14T03:11:24,46.558924,15.644443,1710385252000.0
14,6,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-14T03:11:24,46.549005,15.635014,1710385252000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-14T03:11:24,46.552652,15.646023,1710385408000.0
9,11,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-14T03:11:24,46.551963,15.651564,1710385253000.0
7,13,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-14T03:11:24,46.542655,15.634329,1710385542000.0
